,text,polarity,Sentiment
5022,im hearing experience may differ trust given card batch no 4 page leafle,0.0,Neutral
5023,nstopinion sue lee grew kualalumpur life houston texas got first dose,0.25,Positive
5024,got message getting second dose pfizerbiontech vaccine finally blame game aside im h,-0.13333333333333333,Negative
5025,went covid19 pfizerbiontech vaccine today please youre offered one please please take safety,0.0,Neutral
5026,question real journalist sorrounding pfizerbiontech amp moderna vaccine amp,0.2,Positive
5027,first pfizerbiontech wrexham park hospital love fact 2 nurse said,0.375,Positive
5028,update sale covid19 vaccine developed pfizer biontech could reach 15 billion 2021,0.1,Positive
5029,professor uğur şahin stress importance longterm funding international collaboration supp,0.0,Neutral
5030,work suggests vaccine likely less effective dealing mutation e484k covid19,0.14444444444444446,Positive
5031,pfizerbiontech produce 2 bn dos covid vaccine 2021 pfizervaccine,0.0,Neutral
5032,first dose pfizerbiontech vaccine szent rakhus hospital budapest,0.25,Positive
5033,pfizerbiontech produce 2 billion dos covid19 vaccine 2021 via pfizer pfizerbiontech,0.0,Neutral
5034,interesting hear prof paul hunter saying new paper week show,0.3181818181818182,Positive
5035,anybody know anything covid serology testing covid vaccine 17 day first dose would one,0.25,Positive
5036,uk based research confirming research pfizerbiontech research israel saying breaki,0.0,Neutral
5037,got second dose pfizerbiontech covid19 vaccine vaccinessavelives covid19vaccine vaccinated,0.0,Neutral
5038,know mutation via mutation vaccine vaccinationcovid moderna pfizerbiontech,0.0,Neutral
5039,got second dose pfizerbiontech vaccine thanks looking u,0.1,Positive
5040,said although research corona still going around world news death covid19 vacc,0.0,Neutral
5041,get art printed awesome product support redbubble rbandme findyourthing,1.0,Positive
5042,roll immunity privileged receive pfizerbiontech vaccine thanks peer vaccinato,0.2,Positive
5043,heard people saying ir buy vaccine russia well russia gave approval vaccine 100 peopl,0.0,Neutral
5044,look snippet january 2021 family friend pfizer able get,0.5,Positive
5046,health welcome industry effort speed delivery covid19 vaccine,0.8,Positive
5047,time got truth government bonniehenry regarding,0.0,Neutral
5048,78 resident nursing home central spain tested positive covid19 given fir,0.11363636363636363,Positive
5049,israel palestine vaccino vaccination pfizerbiontech pfizervaccine mena,0.0,Neutral
5050,pfizerbiontech covid19vaccine work uk south africa variant due fragility,-0.125,Negative
5051,vaccine india must quarantined 14days check quality validity ingredient used yet,0.0,Neutral
5052,got vaccinated thank modern medicine pfizerbiontech,0.2,Positive
5053,getting 2nd vaccine tomorrow amp couldnt excited im part pfizerbiontech,0.1875,Positive
5054,promotes covid19 pfizerbiontech 100 safe another statement,0.5,Positive
5055,pfizerbiontech vaccine administered december 14 2020 rate take 980 day fully v,0.0,Neutral
5056,tonight need move quickly virus continually mutates amp spread peop,0.3333333333333333,Positive
5057,thinking get jab vaccine get one jab one amp one another vaccine,0.0,Neutral
5058,got first dose covidvaccine feeling good feeling hopeful need donut pfizerbiontech,0.475,Positive
5059,usa fda hasnt approved licensed pfizerbiontech covidvaccine temporarily authorised emergency u,0.0,Neutral
5060,created 2017 work seems relevant ever beckers benday field series place imagery symbol,0.4,Positive
5061,antivaxxer took covid vaccine family friend artist small business fellow anti vaxxers,-0.25,Negative
5062,medical town hall webinar wed evening click link register online covid19 pfizerbiontech modernavaccine,0.0,Neutral
5063,phizer oikeinkirjoitus yleuutiset pfizerbiontech oikoluku,0.0,Neutral
5064,breaking tunisia palestinian territory receive pfizerbiontech vaccine dos month covax pla,0.0,Neutral
5065,got 1st round pfizer covid19 vaccine win 8 minute felt like going hurl 2 minute,0.30000000000000004,Positive
5066,vaccine important step forward responsive framework 75 million additional dos europe thanks,0.30000000000000004,Positive
5067,country participating covax also invited submit proposal first wave initiative global p,0.125,Positive
5068,dec 21 eu approved pfizerbiontech vaccine covid19,0.0,Neutral
5069,1st dose done covidvaccine pfizerbiontech thankyou also take ibrance really keeping aliv,0.2,Positive
5070,way good thing observe side effect efficiency,0.7,Positive
5071,tiffany village university gate proudtovaccinate completed dos,0.0,Neutral
5072,seeing lot discussion germany people not wanting astrazeneca vaccine lower efficac,0.0,Neutral
5073,thanks im counting pfizerbiontech protect plague house,0.2,Positive
5074,covid19 vaccine best not reaction pfizer thanks pfizerbiontech 2 senior,0.6,Positive
5075,lord asks reassurance people receive second dose pfizerbiontech vaccine th,0.0,Neutral
5076,part 2 covid vaccine series moderna pfizerbiontech vaccine use genetic material,0.0,Neutral
5077,22 done got second dose pfizer vaccine chuffed done open pub pfizerbiontech,0.0,Neutral
5078,germany 14 senior citizen got infected new covid19 mutation b117 week receiving se,0.13636363636363635,Positive
5079,mum come back got first dose pfizerbiontech covid vacci,0.125,Positive
5080,science telling follow science not really delaying 2nd pfizerbiontech vacci,-0.05,Negative
5081,success story vaccine research partnership amp kathrin jansen arranged,0.3,Positive
5082,newzealand conditionally approved pfizer coronavirus vaccine use nz covid19 pfizervaccine,0.0,Neutral
5083,best friend nurse received first injection pfizerbiontech vaccine one month ago te,0.625,Positive
5084,pfizers covid19 vaccine less effective southafricanvariant southafrica,0.21666666666666667,Positive
5085,wuhanviruspandemic vaccineswoes pfizerbiontech israel aka largest human lab experiment world history ear,0.0,Neutral
5086,pfizered thanks preexisting conds amazing efficiency far side eff,0.3,Positive
5087,youve received second dose covid19 vaccine currently western market moderna pfizerbiontech,0.0,Neutral
5088,watch vaccine needle covid19 vaccine tracking chip hmm coronavaccine sputnikv pfizerbiontech,0.0,Neutral
5089,retweet erc_research uğur şahin stressed need longterm funding international collaboration amp supportiv,0.0,Neutral
5090,report eu red face delay 12 week 2nd shot utter rubbish eu di,0.0,Neutral
5091,r4today 12wk gap may work az vaccine evidence pfizerbiontech generalise,0.0,Neutral
5092,pfizerbiontech clinical trial study completion date january 31 2023,0.0,Neutral
5093,ukcovidvirus strain acquired mutation similar southafricancovid variant could resist,0.0,Neutral
5094,kept swabbing candidate first amp second dose amp came back fantastic date reduction tr,0.1625,Positive
5095,im 2nd pfizerbiontech vaccine im sitting awe much happened since medical,0.06666666666666667,Positive
5096,new pfizerbiontech study suggests mrna vaccine elicited antibody neutralise sarscov2 including vari,0.13636363636363635,Positive
5097,look like published finally also not confused pfizerbiontech vaccine b,0.1,Positive
5098,gross misrepresentation truth great news astrazenecavaccine pfizerbiontech vacci,0.4,Positive
5099,mrnavaccine pfizerbiontech moderna katalinkariko nianshuangwang impression mrna vaccine quiet eff,0.0,Neutral
5100,exactly need clarity pfizerbiontech support u ou,0.25,Positive
5101,second verse first pfizer pfizerbiontech vaccine montefioreproud montefiore einsteinstrong,0.125,Positive
5102,one pfizerbiontech definite no no,0.0,Neutral
5103,vaccine done feeling lucky priority access side effect slightly dead arm bit,0.06666666666666665,Positive
5104,pfizerbiontech covid19 vaccine may less able protect infection south african variant,0.11111111111111112,Positive
5105,got second covid vaccination pfizerbiontech continue wearamasksavealife,0.0,Neutral
5107,good news efficacy oxfordvaccine astrazenecavaccine isnt much affected 3 month wait dos ab,0.44999999999999996,Positive
5108,cancer vaccine next pfizer pfizerbiontech,0.0,Neutral
5109,science thats whole epistemological meltdown vaccination vaccinationcovid covid_19,0.2,Positive
5110,antibody produced response pfizerbiontech covidvaccine still capable neutralizing viral const,0.2,Positive
5111,dose 2 done covid19vaccine pfizerbiontech,0.0,Neutral
5112,uğur şahin stressed need longterm funding international collaboration amp supportive ecosystem enable f,0.25,Positive
5113,new covid19 case 21 california compared previous week covid19 coronaviruscases covidinfo,-0.015151515151515152,Negative
5114,thank uk feeling absolutely blessed privileged vaccinecovid19 ukvaccin trustscience pfizerbiontech,0.2,Positive
5115,got second dose pfizer vaccine today grateful back licking subway pole pfizerbiontech,0.0,Neutral
5116,promotes covid19 pfizerbiontech 100 safe nh data,0.5,Positive
5117,balance 49000 adverse reaction reported pfizerbiontech experimenta,0.0,Neutral
5118,pfizer withdraws emergency use request covid vaccine india covid19 covidvaccine pfizer pfizerbiontech,0.0,Neutral
5119,pfizer decided withdraw application emergency use authorisation covid19vaccines india r,0.0,Neutral
5120,covid19 vaccine vaccine knowledge oxfordastrazeneca pfizerbiontech,0.0,Neutral
5121,slight delay getting second dose fully vaccinated pfizerbiontech,-0.08333333333333333,Negative
5122,covax facility released interim distribution forecast agency total 336 million,0.0,Neutral
5123,ive read two article talk spare astrazeneca vaccine following nphet recommendation use,0.0,Neutral
5124,ive first dose vaccine arm bit sore otherwise perfectly fine nothing worry vaccine pfizerbiontech,0.33333333333333337,Positive
5125,4000 variant around world covid_19 vaccine manufacturer including pfizerbiontech,0.0,Neutral
5126,nstnation hopefully vaccine effective hope situation back normal,0.25,Positive
5127,nstnation government successfully procured covid19 first batch scheduled arrive,0.5,Positive
5128,chair national immunisation advisory committee niac said giving vaccine proven pfizerbiontech,0.0,Neutral
5129,drug giant pfizer look make 15bn coronavirus vaccine sale covax astrazeneca pfize,0.0,Neutral
5130,new zealand approves first covid19 vaccine awaits delivery newzealand pfizer pfizervaccine pfizerbiontech,0.19318181818181818,Positive
5131,per official anyone already given pfizerbiontech oxfordastrazeneca vaccine part uk appro,0.0,Neutral
5132,britain thursday launched new clinical study determine effect using different covid19 vaccine fo,0.06818181818181818,Positive
5133,dna wave please late grandparent really related blood need know sarscov2 b117,-0.15,Negative
5134,pfizer expects 15bn sale covid19vaccine developed biontech whose side effect caused,0.1,Positive
5135,check antibody response 2 week 2nd dose pfizerbiontech vaccineswork,0.0,Neutral
5136,today igottheshot pfizerbiontech absolutely no side effect far,0.0,Neutral
5137,far 1000987 dos administered canada far 129664 canadian received second do,0.06666666666666667,Positive
5138,first vaccine injection monday no idea ill get second dose complete vaccinatio,-0.0375,Negative
5139,vaccine 1st dose 10021471 vaccine 2nd dose 498962 second dose debacle disaster wait,0.0,Neutral
5140,pfizerbiontech covid19 vaccine disneyland anaheim superpod given toystory parking lot,0.0,Neutral
5141,vaccinated gt infected minor reaction lt 447000 dead let go teamusa pfizerbiontech moderna covid19,-0.125,Negative
5143,good news regarding efficacy pfizerbiontech pfizervaccine one dose though run contrary wh,0.7,Positive
5144,excited received first dose covid19 vaccine pfizer pfizerbiontech,0.3125,Positive
5145,jabbed afternoon pfizerbiontech feel grateful scientist worldwide nh staffed,0.0,Neutral
5146,vaccine 2 pesky one headache rigor nausea since last night still preferable covid experience,0.0,Neutral
5147,parent got second pfizerbiontech vaccination today thank science,0.0,Neutral
5148,latest preprint reanalyse early israeli data effectivness single dose pfizer va,0.1761904761904762,Positive
5149,78 resident nursing home central spain tested positive covid_19 covid19 given,0.11363636363636363,Positive
5150,back ache pfizerbiontech jab anyone,0.0,Neutral
5151,proof pfizerbiontech moderna cant keep delivery despite,0.0,Neutral
5152,pfizerbiontech stats parent injected,0.0,Neutral
5153,safe effective give second dose pfizerbiontech covid19 vaccine 12 week e,0.3666666666666667,Positive
5154,getting second covid jab tomorrow 3 week first recommended pfizerbiontech hopefully side eff,0.125,Positive
5155,today good day covidvaccine pfizerbiontech vaccine pharmacist wearamask bekind,0.7,Positive
5156,least coronavirus decade covid19 pandemic covid19ab vaccination vaccine,-0.3,Negative
5157,pakistan plan administer pfizerbiontech astrazeneca coronavirus vaccine elderly population,0.0,Neutral
5158,interesting covid covidvaccination covidvaccine pfizerbiontech pfizervaccine astrazenecavaccine astrazeneca,0.5,Positive
5159,pfizerbiontech first dose yesterday wee bit sore arm bit ive flu shot much,0.225,Positive
5160,concern pfizerbiontech vaccine one offered ive done thoroug,0.0,Neutral
5161,got second shot yesterday thanks scientist vaccinated covid lookslikewemadeit,0.1,Positive
5162,eudravigilance report pfizerbiontech vaccine till 30012021 tozinameran caused least 917 death hi,-0.3,Negative
5163,hour im getting 2nd shot covid vaccine pfizerbiontech covid_19 covidvaccine,0.0,Neutral
5164,another trip vaccination center covidvaccine pfizerbiontech astrazeneca healthcare nh,-0.1,Negative
5165,according 2 separate study covid19 survivor might need one shot new vaccine moderna amp,0.13636363636363635,Positive
5166,uk amp gibraltar death 60 risen dramatically since pfizerbiontech vaccine started could resul,0.0,Neutral
5167,got second dose pfizerbiontech covidvaccine im reliably informed 7 day fully im,0.0,Neutral
5168,2nd shot pfizerbiontech time freedom,0.0,Neutral
5169,week san camillo irccs concluded first cycle vaccination covid19 staff received th,0.25,Positive
5170,pfizer withdraws application emergency use covid19vaccine india pfizervaccine pfizerbiontech,0.0,Neutral
5171,pfizer vaccine withdraws application emergency use india pfizerbiontech coronavirusvaccine vaccine,0.0,Neutral
5172,pfizer efficacy vaccine dose basically use p pfizer paper sound perfect whi,0.7,Positive
5173,anyone else covidvaccine amp waiting longer 43 day 2nd jab,0.0,Neutral
5174,covid19 vaccine pfizer withdraws emergency use authorisation application india pfizer pfizerbiontech,0.0,Neutral
5175,reuters inside europe fight covid shot eu covid19 vaccine covishot,0.0,Neutral
5176,information recipient covid19 pfizerbiontech mrna vaccine bnt162b2 essential question,0.0,Neutral
5177,pfizer withdraws application covid vaccine india,0.0,Neutral
5178,cremona lombardy italy jan 29th 2021 dr aiolo equipe preparing dos pfizerbiontech covid19 vaccine,0.0,Neutral
5179,bring dad work day glad got administer first dose covid19 vaccine covidvaccine,0.375,Positive
5180,not single dose covid 19 vaccine administered kenya npr human need equal rapid va,0.011904761904761904,Positive
5181,san bernardino county public health open covid19 vaccination site ontario convention center 10am 6pm,-0.03333333333333333,Negative
5182,feeling bit poorly due side effect first vaccine worth pfizerbiontech mrna covidvaccine covidvaccination,0.14166666666666666,Positive
5183,know moderna ceo dumped stock day mrna double shot vaccine approved fda joh,0.0,Neutral
5184,sweden germany switzerland not giving vaccine 65s yet uk want,0.0,Neutral
5185,thank husband received first vaccine pfizer pfizerbiontech,0.25,Positive
5186,waste taxpayer dollar want viraleze nasal spray starpharma 9999 effe,-0.2,Negative
5187,australian govt starpharmas viraleze nasal spray avai,0.0,Neutral
5188,question expert safety pfizerbiontech vaccine taking w,0.0,Neutral
5189,starpharmas viraleze nasal spray available aussie 9999 effective,0.5,Positive
5190,got second dose pfizer vaccine today thisisourshot vaccine covid19 covidvaccine premedtwitter,0.0,Neutral
5191,chancellor angela merkel announced transparency vaccine delivery front excel,0.0,Neutral
5192,million american anxiously awaiting turn receive covid19 vaccine order diminish p,-0.125,Negative
5193,wonderful update ranp webinar practicality important,0.7,Positive
5194,thank dr brenda corcoran excellent informative update webinar partnership,1.0,Positive
5195,got 2 dos pfizerbiontech tenderness vaccinated area tolerable think,0.0,Neutral
5196,covid19 webinar launch partnership webinar dr brenda corcoran amp ranp,0.0,Neutral
5197,one step closer covidvaccine pfizerbiontech,0.0,Neutral
5198,good news serious sideeffects pfizerbiontech coronavirus vaccine according new uk study c4news,0.16767676767676765,Positive
5199,fully vaccinated covid covidvaccine yes second one hurt head killing,0.0,Neutral
5200,watching covid19 number closely last two week time sudden rise recovery rate usa,0.0,Neutral
5201,going family future vaccinegamestrong pfizerbiontech fckthecoronavirus,0.0,Neutral
5202,im wondering superpower ill get already feel power science going thru vein,-0.5,Negative
5203,one one go covidvaccination pfizerbiontech,0.0,Neutral
5204,think enough done roll covid19vaccine ireland covid19 covidvaccination vaccine,0.0,Neutral
5205,covidvaccine ad popping darknet market cybercriminal advertising,0.0,Neutral
5206,pfizerbiontech covidvaccine covid19uk efficacy appears 50 60 claim 89,0.0,Neutral
5207,yay getting one team one goal vaccinate covid19uk vaccine covid19vaccination,0.0,Neutral
5208,waiting appt 2nd pfizer covidvaccine no symptom 1st shot little nervous today b,-0.09375,Negative
5209,please work vaccination keycovidvaccine pfizerbiontech,0.0,Neutral
5211,uk launched clinicaltrial study mixing two different vaccine together oxfordastrazeneca,0.0,Neutral
5212,good news covid vaccine number two pfizerbiontech covid19 getvaccinated,0.7,Positive
5213,second vaccine shot no joke worse headache ive long remember spent 1 day bed second,-0.11000000000000001,Negative
5214,second dose pfizerbiontech vaccine today unbelievably blessed fortunate,0.05000000000000001,Positive
5215,im interested topic seen no trial data mrna backup delaying 2nd dose eve,0.125,Positive
5216,really good video development mrna vaccine pfizer moderna covid vaccine example,0.7,Positive
5217,working home since march 2020 got call offering pfizerbiontech covid vaccine,0.0,Neutral
5218,new zealand approves pfizerbiontech vaccine domestic use coronavirus,0.06818181818181818,Positive
5219,nh continue administer jab population according priority group list mr zahawi,0.0,Neutral
5220,last night fb chat cousin member pfizerbiontech vaccine got pap,0.0,Neutral
5221,extreme thankfulness vaccine selfie covid19vaccine pfizerbiontech takeyourshot,-0.125,Negative
5222,study first world determine effect using different vaccine 1st amp 2nd,0.08333333333333333,Positive
5223,1st pfizer vaccination done extremely well organised thank,-0.125,Negative
5224,people criminal youre giving elderly people pfizerbiontech vaccine crime aga,-0.4,Negative
5226,please start vaccinating everyone not vaccinate many,0.5,Positive
5227,impressed vaccination role nh magnificent beast given right resource,0.7619047619047619,Positive
5228,not feeling safe 100 mrna pfizerbiontech moderna regarding side effect dis,0.5,Positive
5229,im vaccinated yall first pfizer dose done getthevaccine pfizerbiontech,0.25,Positive
5230,whats difference covid19 vaccine pfizerbiontech oxfordastrazeneca,0.0,Neutral
5231,prudent test done check underlying condition risk may exacerbated b,0.0,Neutral
5232,18 hour post pfizerbiontech vaccine moderately sore shoulder really lifting rotating,0.1,Positive
5233,vacinnatedpfizerbiontech covid19,0.0,Neutral
5234,recent data published uk independent medicine regulator assures pfizerbiontech oxford univer,0.0,Neutral
5236,pfizerbiontech anyone challenge 12 week gap interested no interest,0.25,Positive
5237,clear 506000 people vaccinated uk order vaccinated 2 shot nee,0.09999999999999999,Positive
5238,uk clinical trial recently commenced feasibility mixing covid19 vaccine dos,0.0,Neutral
5239,vaccine clinic pfizerbiontech oxfordaz,0.0,Neutral
5240,world health organisation say three quarter covid19 vaccination 10 country acc,0.0,Neutral
5241,covid vaccine week grateful science free healthcare receive uk ch,0.4,Positive
5242,story pfizerbiontech covax vaccine approval rejection process subject expert committee fou,-0.16666666666666666,Negative
5243,day 1 following 2nd dose pfizerbiontech covidvaccine slept well slightly achy arm muzzy head otherw,-0.05555555555555555,Negative
5244,keep mind pfizerbiontech covid19 vaccine 95 effective preventing covid19 virus malay,0.6,Positive
5245,article call information leading western vaccine released public not deta,0.0,Neutral
5246,pfizerbiontech vaccine received eul approval far 238 candidate vaccine still develo,0.1,Positive
5247,point contagion get vaccine month sarscov2 pfizerbiontech,0.0,Neutral
5248,agree logistics amp storage challenge pfizerbiontech vaccine india,0.0,Neutral
5249,allay misinformation covid vaccine pfizer pfizerbiontech,0.0,Neutral
5250,got vaccine today im feeling ok ready see day 2 go pfizerbiontech pfizer covidvaccine,0.35,Positive
5251,dont actually want injected experimental biological agent tricked,0.05,Positive
5252,panel noted several serious adverse event case pfizerbiontech vaccine,-0.16666666666666666,Negative
5253,history allergy polyethylene glycol miralax thats also found pfizerbiontech covid19vaccine,0.0,Neutral
5254,quick update vaccine havent side effect injection site soreness good ididmypart,0.5166666666666666,Positive
5255,well got pfizerbiontech vaccine im anxious mess send meme reassuring word,-0.2125,Negative
5256,day wonderful thing viral jackieweaverhastheauthority centenary test century antiviral,1.0,Positive
5257,one one go pfizerbiontech getthevaccine,0.0,Neutral
5258,update 2 six hour second vaccination biked 6km37mi ran 6km37mi 12km74mi feeling great,0.4,Positive
5259,taking step towards ending global pandemic let goooo bestshot pfizerbiontech,0.0,Neutral
5260,fully vaccinated pfizer covid19vaccine getvaccinated pfizerbiontech,0.0,Neutral
5261,15 hour postvax arm feel flu shot aka nothing continue update periodically vaccine pfizerbiontech,0.0,Neutral
5262,thanks help getting vaccinated pwme covid19vaccine pfizerbiontech,0.2,Positive
5263,pfizers covid vaccine not allowed yet emergency use india coronavirus covidvaccination pfizerbiontech,0.0,Neutral
5265,two pal gt70 mine living florida 2nd pfizerbiontech dos week dont know ill done,-0.25,Negative
5266,first pfizerbiontech jab today feeling little tired rough throat arm tender small pri,-0.1375,Negative
5267,143 brit died shortly covid jab vaccine didnt play role say regulator,0.0,Neutral
5268,vaccine nh pfizerbiontech astrazeneca johnson amp johnson,0.0,Neutral
5269,mass vaccination site open cal poly pomona next levi stadium santa clara,0.0,Neutral
5270,much dont like boris amp crony done great job vaccine rollout think othe,0.5,Positive
5271,8arm study including 2 control group testing 8 different combination dosing interval astrazeneca,0.0,Neutral
5272,feel first dose covid19 vaccine pfizer pfizerbiontech covidvaccine,0.25,Positive
5273,1st covid jab done besafeoutthere covidvaccine pfizerbiontech,0.0,Neutral
5274,im apolitical political leader canada misspoke something serious need,-0.16666666666666666,Negative
5275,anyone worried anyone belief covid vaccine contains microchip something 5gple,0.0,Neutral
5276,waste time johnson guy decided break pfizerbiontech vaccine p,-0.2,Negative
5277,late call vaccination centre covid_19 vaccination pfizerbiontech,-0.3,Negative
5278,let get vaccine done honey vaccine pfizer covax covidvaccine pfizerbiontech,0.0,Neutral
5279,worked full 48hours vaccinating january think thats pretty cool covidvaccination,0.31666666666666665,Positive
5280,tick first vaccine barely sore lovely vaccinating team nh aampa plead everyone,0.26666666666666666,Positive
5281,round 1 covid vaccine even got cute sticker truly kid heart covidvaccine,0.15,Positive
5282,confirm arm hurt couple day covidvaccine pfizerbiontech minor compared hospital admis,-0.05,Negative
5283,got jab thank healthcare worker scientist medical researcher public health expert,0.0,Neutral
5284,got vaccinated today well organised mass vaccination team well done involved,0.0,Neutral
5285,dose 2 pfizerbiontech covidvaccine onboard involved cant wait get started vaccinate p,0.0,Neutral
5286,know vaccine decreasing incidence severe disease thats told afp not know,0.0,Neutral
5287,thinking vaccine passport great idea accepted uk not implementing,0.8,Positive
5288,second dose done igottheshot letsfightcovid19together covidvacccine pfizerbiontech frontliners covidsafe,0.0,Neutral
5289,ive never happy get vaccine side effect far sheer joy gratefulness dcunurses ns112,0.125,Positive
5291,not vaccine covid19 covidvaccine vaccine pfizerbiontech,0.0,Neutral
5292,biontech covid19 vaccine listed nhpc request file,0.0,Neutral
5293,careful anyone receives email like vaccination always check sender properly non,-0.05,Negative
5296,pfizer withdraw emergency use request covid vaccine india pfizerbiontech,0.0,Neutral
5297,got 2nd covid shot covid pfizerbiontech maskup flattenthecurve vaccinationcovid beatcovid,0.0,Neutral
5298,moderna pfizerbiontech jnj thank employee making vaccine come life hard work,-0.2916666666666667,Negative
5299,second dose hoping colleague amp fire service get done soon delighted thi,0.35,Positive
5300,temporary license pfizerbiontech jab cover 16,0.0,Neutral
5301,short intro mrna vaccine pfizerbiontech moderna,0.0,Neutral
5302,got covidvaccine pfizerbiontech today seen passionate excellent staff thank,0.475,Positive
5303,here pfizerbiontech ingredient,0.0,Neutral
5304,biontech said preliminary study show vaccine work coronavirus variant uncovered britain sou,0.0,Neutral
5305,lucky recognised key worker received first jab thursday nhsheroes,0.19444444444444442,Positive
5306,jesus christ people come covid_19 coronavirus coronavirusvaccine covidvaccine astrazeneca moderna mrna,0.0,Neutral
5307,country not enough dos shame addenbrookes hospital cambridge told staff last week,0.0,Neutral
5308,paint every one acrylic mixed medium sheet billgates pfizervaccine pfizerbiontech darkwinter,0.0,Neutral
5309,2nd vaccine done pfizerbiontech,0.0,Neutral
5310,mhra given temporary licensing 2 dos pfizerbiontech moderna,0.0,Neutral
5311,preprint israel suggests 51 effectiveness pfizerbiontech bnt162b2 covidvaccine 1st dose 13,0.0,Neutral
5312,trust health pandemic vaccine vaccine covidvaccine healthyliving,0.0,Neutral
5313,pfe pfizervaccine pfizerbiontech india reject eua no politicslive well info,0.0,Neutral
5314,getting pfizerbiontech covidvaccine afternoon turn zombie disclaimer joke tweet,0.0,Neutral
5315,exploring supply chain pfizerbiontech moderna covid19 vaccine lonza acuitas polymun,0.0,Neutral
5316,demand russia sputnikv vax soar lancet review sputnikv need fridge storage unlike,0.0,Neutral
5317,24 hour first dose pfizerbiontech vaccine pretty uneventful gon na try going run balmy,0.19999999999999998,Positive
5318,think went viral pfizerbiontech,0.0,Neutral
5319,russian campaign promotes homegrown vaccine undercut rival profit people,0.0,Neutral
5320,new generation genetic vaccine sending instruction human body full article,0.1621212121212121,Positive
5321,indeed nonagenarian parent london got first pfizerbiontech vaccine 4 week ago tomorro,0.25,Positive
5322,fully vaccinated slight soreness headache nothing serious 24 hour covid19 pfizerbiontech,-0.25,Negative
5323,made moment possible little family thankful breastfeeding,-0.09375,Negative
5324,recently arcturustherapeutics arct announced phase iii data single prime boost covid19 vaccine,-0.03571428571428571,Negative
5325,pfizerbiontech coronavirus vaccine grant protection south african british variant,0.0,Neutral
5326,today vaccine dose two couple hour ill updating feel round 2 pfizerbiontech,-0.35,Negative
5327,aktientip germany tradegate high demand ibio problem astrazeneca pfizerbiontech became kn,0.16,Positive
5328,one cant solely count vaccination pfizerbiontech covid digest nursing home outbreak despite vaccination,0.0,Neutral
5329,one must not wait availability best would one compromise health get less,0.4166666666666667,Positive
5330,today took pfizerbiontech covid19 vaccine,0.0,Neutral
5331,oxford working better late never astrazeneca confirmed current version minimal effect stopp,0.10000000000000002,Positive
5332,great news pfizer cut vaccine production time half sciencerocks pfizerbiontech,0.3166666666666667,Positive
5333,dr mkhize ramaphosamustfall even kid would know sa discovered new variantfrom point shou,0.13636363636363635,Positive
5334,western cape procure vaccine privately fundedpfizerbiontech pfizer cyrilmustgo,0.0,Neutral
5335,vaccine interest balance 71 year old father given pfizerbiontech vaccine 4 day ago no,0.1,Positive
5336,please share sign feb 9th date covid covidvaccine covidvaccination moderna pfizerbiontech,0.0,Neutral
5337,breaking research study vaccinated individual israel pfizervaccine showed marked reduction,0.05,Positive
5338,medium info simple term uk using 2 principle vaccine astrazeneca amp pfizerbiontech,0.0,Neutral
5339,new england journal medicine efficacy safety mrna1273 sarscov2 vaccine,0.13636363636363635,Positive
5340,recently published mhra vaccine adr data report covid19vaccines covid19 pfizerbiontech oxfordaz,0.0,Neutral
5341,u administers 412 million dos covid19 vaccine moderna pfizerbiontech,0.0,Neutral
5342,superheroculture safety superpower sciencesolves prof pfizerbiontech,0.0,Neutral
5343,astrazeneca confirmed vaccine developed offer limited protection agains,0.14285714285714288,Positive
5344,last seven week jackson administered 100000 dos pfizerbiontech vaccine,0.0,Neutral
5345,raf delivered nearly 6000 pfizerbiontech vaccine jan 9th since 9th january covid death per,0.1,Positive
5346,interesting piece assortment covid19 vaccine work,0.5,Positive
5347,get vaccine mine pfizerbiontech vaxxedup,0.0,Neutral
5348,know anyone pfizer vaccine experience side effect p,0.0,Neutral
5351,feel extremely lucky first vaccine today covidvaccine pfizerbiontech nhsthankyou,0.29166666666666663,Positive
5352,thank accommodating vaccine quickly dont normally push personal event gettin,0.1611111111111111,Positive
5353,45 hour second pfizerbiontech vaccination slept good fever gone good,0.4666666666666666,Positive
5354,press amp govt go astrazeneca vaccine amp south africa variant no one talk pfizerbiontech vaccin,0.0,Neutral
5355,pfizerbiontech vaccine elicits antibody neutralize covid19 south african amp british variant study natur,0.0,Neutral
5356,southafrican official temporarily suspended using astrazeneca vaccine decided go,0.0,Neutral
5357,pfizerbiontech take opportunity hijack milk run leave vaccine everyones door today job,0.0,Neutral
5358,national primary health care development agency nphcda say nigeria stick astrazeneca vaccine based,0.4,Positive
5359,first dose well done organised vaccine centre bridgend staff great looking,0.525,Positive
5360,home thousand community forefront recent social mediadriven retail trading frenzy,0.016666666666666666,Positive
5361,however no detail available many dos first shipment contain would shipped,0.3833333333333333,Positive
5362,hcws got 1 dose pfizerbiontech covid19 3060 vaccination n36 higher ab leve,0.25,Positive
5363,pls remember still awaiting rollout vaccine actually work like pfizerbiontech vaccine amp,0.0,Neutral
5364,please retweet comparison 6 top covid vaccine including efficacy work variant data etc,0.5,Positive
5365,dont think uk pfizerbiontech,0.0,Neutral
5366,covid19 covid covid19chile covid_19mx covid19france astrazeneca coronavirus cubrebocas pfizer,0.0,Neutral
5367,officially got 1st dose pfizerbiontech covid19vaccine deltoid bit numb first 30 mi,-0.175,Negative
5368,theyre rich theyve dos vaccine timely manner,0.375,Positive
